00fd,f0bc8ca5cbc7d6763661bf29d7962c04738d86bc
5d88,c06198b372727b88bfb35abbccd553b2028d86bc
1701,d9749ccd400042dd61cdafa4a20828e39e9a4891
a766,8d04b1cc47eaf39ebe402024e22565ee409a4891
170e,5aa88a8bc5ac08df3156b1dffa404376ff067dcb
bef1,f1f36827a0fb601d1743314384fb34944c067dcb
170f,6f3e0b3a4bd9bc88f84218f39466c108bb5a7191
48a1,2973a659334ad23f49006ed8911ce70e3f5a7191
1786,e62bee304ebc7162f1e9349090055124ab9c7527
7051,1af737bef608043978c6d4ac74f155e1319c7527
179c,943f89905143df52314dbb43cee4d55c07de6b5d
9dc5,8f1a94480949252ea6e3a238a1a76053fede6b5d
17ca,24c96586ac50fa2b0148063e54ee2c3c2d0fc585
9148,97bec4bb0056417affef73f310a41b846e0fc585
36ae,985f43dee1b565117035bc590fb127832edf50ca
8905,41f3b2426b15e09f9df914b5fbaa546eeedf50ca
4359,c44de80e93e02bfee706c65007a9e6f4e16bde07
ae03,3b663c95f981b51c3ab82d4fd22e3310666bde07
43b5,c5b1243c4e78e9c9b707611490acdc0f50d7535b
65c2,69538328ab48ac227153d8571548d52d50d7535b
43c2,1610b0f09c0f3ba022ae0b6eb0cdb42769d895bc
9b8b,19acb6d351428824ea756371d7ac3615c5d895bc
52aa,342e96a5b9cf268bbb96fdfa529a462433fa3599
dd47,9804cc64f062a794fc5a3bb0e4092ab797fa3599
700f,701174c10aacc7877a227ba9a698ab66ba45903f
8916,db8b8d74b0e8b9f529c8e6e2cf5bc4831045903f
8eae,e2b0b1ec10dd9e2a31abdcadb028ccc1994a77f3
9096,ec246442e32736e504c379dd1a161fc2f64a77f3
9c4a,bda1fc884433266294001917b2a5353078e721c2
c56c,7b725c73209dbae82c10b2cc784883d81ee721c2
9cca,f8324095e7087d4e262046580539d88f32950722
d14e,515fc899001780b1a0bc48590b507b4993950722
