0d,11f4de6b8b45cf8051b1d17fa4cde9ad935cea41
1c,b830c46d24068069f0a43687826f355b21fdb941
0d,11f4de6b8b45cf8051b1d17fa4cde9ad935cea41
23,d08f88df745fa7950b104e4a707a31cfce7b5841
0d,11f4de6b8b45cf8051b1d17fa4cde9ad935cea41
5b,1e5c2f367f02e47a8c160cda1cd9d91decbac441
3c,c4dd3c8cdd8d7c95603dd67f1cd873d5f9148b29
48,7cf184f4c67ad58283ecb19349720b0cae756829
59,23eb4d3f4155395a74e9d534f97ff4c1908f5aac
8b,da914f191324ec59de3bdba94c21b901b24f65ac
59,23eb4d3f4155395a74e9d534f97ff4c1908f5aac
ee,77ac341feebeb7c0a7ff8f9c6540531500693bac
9d,d57a281360b0397e17fd449153eb58a47dd5b12c
e6,12db8f85bfe3e0b837059fa01e53748a0727b52c
dd,a4ac408fb9d6def070ad3a76312ca092863048e5
f2,986b212420e3b977068244e6bd916575bb0c15e5
