16,a9d3c9cd54b1a392b21ea14904d9a318f74636b7
72,4dc7c9ec434ed06502767136789763ec11d2c4b7
24,3cdf2936da2fc556bfa533ab1eb59ce710ac80e5
dd,a4ac408fb9d6def070ad3a76312ca092863048e5
24,3cdf2936da2fc556bfa533ab1eb59ce710ac80e5
f2,986b212420e3b977068244e6bd916575bb0c15e5
49,ca73ab65568cd125c2d27a22bbd9e863c10b675d
f8,745bedb79413d20844a8b0e96fbec51b4989c65d
63,84a516841ba77a5b4648de2cd0dfcb30ea46dbb4
d2,f8998da85fb12d4e8a858d364ab485dfad0863b4
83,30140397fe38ee61f01eff44b5cfa48285e47889
f0,efe43def97eb295fe99c3753f2d740d7b36df689
b4,361a52996679445c4571c014b26c883135b052ff
e4,7e5c0f7aba32cf3e22fd30c4513a21e6d1c3aeff
