11,a8abd012eb59b862bf9bc1ea443d2f35a1a2e222
d3,b34db2b72d63f33dbef80fb30e094cc0a91d6322
1c,b830c46d24068069f0a43687826f355b21fdb941
23,d08f88df745fa7950b104e4a707a31cfce7b5841
1c,b830c46d24068069f0a43687826f355b21fdb941
5b,1e5c2f367f02e47a8c160cda1cd9d91decbac441
41,6dcd4ce23d88e2ee9568ba546c007c63d9131c1b
67,54fd1711209fb1c0781092374132c66e79e2241b
61,86f7e437faa5a7fce15d1ddcb9eaeaea377667b8
a5,4fb8cfeaaac80a1c829b22a43089ef470bcfe5b8
7c,3eb416223e9e69e6bb8ee19793911ad1ad2027d8
cb,12bdd00fd4038756cbcf8ecdad1b0cd862603cd8
7c,3eb416223e9e69e6bb8ee19793911ad1ad2027d8
d7,b3e01674a1e4dd78e748782fcfc3add5523f51d8
