1e00,34d4fc077e54157726ae9b0adda15b8bff84a418
2fc4,5e682623dc788f77f7dc94f7051612106584a418
1eec,a38c325c75998da5de08eee98bd7a15ae0f571d6
c7c6,827e65eb9f54f388642b3054bfabff1824f571d6
2e49,fa4bd04a585375128198c7b279e60e8467a2f5f1
621c,09727e4803178fff8db49663274466834da2f5f1
5d4b,671b391d74924a23039b043ac4e8b8b4ff9a52eb
afe8,6ab5a36f3d913a70d94991f286c25085ff9a52eb
6ade,9ce2098fb7d594a9dfc364e387411b0f0c36ed71
b50d,90e4a9a74651c7a5a79897dadea5deaef236ed71
7df0,43a167ba4ebacb3df185d73476bbabc69725d847
f2aa,baec08bf9779d435283592b5a1f56f347125d847
8d03,c6a2800129fa8dccf67f8df2b09ef639d6826868
fc18,64020ddfc03cba48f06f6baf57ab76567c826868
9805,63181a63eb19607c746ff02f7b5a402dfa88c420
b386,3e631d1e6422563a6863e9cb798d8b5d1e88c420
ba07,2bbc3897c09f68b73073d0b4a9e7a8c680f7fd74
f8c2,eb389673001cd20552d504441d53e5fdaaf7fd74
